Time,Summary,Icon,Sunrise Time,Sunset Time,Moon Phase,Precipitation Intensity Max,Precipitation Intensity Max Time,Precipitation Probability,Temperature High,Temperature High Time,Temperature Low,Temperature Low Time,Apparent Temperature High,Apparent Temperature High Time,Apparent Temperature Low,Apparent Temperature Low Time,Temperature Minimum,Temperature Minimum Time,Temperature Maximum,Temperature Maximum Time,Apparent Temperature Minimum,Apparent Temperature Minimum Time,Apparent Temperature Max,Apparent Temperature Maximum Time
05-12-2017,Light rain in the morning and overnight.,partly-cloudy-day,05-12-2017 05:44:18,05-12-2017 20:06:13,0.56,0,0,0,60.17,05-12-2017 14:00:00,48.17,05-13-2017 07:00:00,60.17,05-12-2017 14:00:00,48.17,05-13-2017 07:00:00,41.47,05-12-2017 06:00:00,60.17,05-12-2017 14:00:00,41.47,05-12-2017 06:00:00,60.17,05-12-2017 14:00:00
05-13-2017,Rain throughout the day.,rain,05-13-2017 05:43:19,05-13-2017 20:07:13,0.59,0.1378,05-13-2017 15:00:00,1,50.08,05-13-2017 13:00:00,44.68,05-13-2017 22:00:00,50.08,05-13-2017 13:00:00,40.66,05-14-2017 00:00:00,44.68,05-13-2017 22:00:00,50.93,05-13-2017 00:00:00,43.09,05-13-2017 21:00:00,50.93,05-13-2017 00:00:00
05-14-2017,Possible drizzle in the afternoon and evening.,rain,05-14-2017 05:42:21,05-14-2017 20:08:13,0.62,0.0156,05-14-2017 16:00:00,0.55,65.3,05-14-2017 14:00:00,51.43,05-15-2017 02:00:00,65.3,05-14-2017 14:00:00,51.43,05-15-2017 02:00:00,44.93,05-14-2017 02:00:00,65.3,05-14-2017 14:00:00,40.66,05-14-2017 00:00:00,65.3,05-14-2017 14:00:00
05-15-2017,Partly cloudy throughout the day.,partly-cloudy-day,05-15-2017 05:41:25,05-15-2017 20:09:12,0.66,0,0,0,67.46,05-15-2017 17:00:00,52.94,05-16-2017 05:00:00,67.46,05-15-2017 17:00:00,52.94,05-16-2017 05:00:00,51.43,05-15-2017 02:00:00,67.46,05-15-2017 17:00:00,51.43,05-15-2017 02:00:00,67.46,05-15-2017 17:00:00
05-16-2017,Partly cloudy throughout the day.,partly-cloudy-day,05-16-2017 05:40:31,05-16-2017 20:10:11,0.69,0,0,0,78.26,05-16-2017 16:00:00,54.16,05-17-2017 06:00:00,78.26,05-16-2017 16:00:00,54.16,05-17-2017 06:00:00,52.94,05-16-2017 05:00:00,78.26,05-16-2017 16:00:00,52.94,05-16-2017 05:00:00,78.26,05-16-2017 16:00:00
05-17-2017,Clear throughout the day.,clear-day,05-17-2017 05:39:38,05-17-2017 20:11:09,0.72,0,0,0,90.34,05-17-2017 17:00:00,70.16,05-18-2017 06:00:00,91.04,05-17-2017 17:00:00,70.67,05-18-2017 06:00:00,54.16,05-17-2017 06:00:00,90.34,05-17-2017 17:00:00,54.16,05-17-2017 06:00:00,91.04,05-17-2017 17:00:00
05-18-2017,Partly cloudy throughout the day.,clear-day,05-18-2017 05:38:47,05-18-2017 20:12:06,0.75,0,0,0,92.11,05-18-2017 15:00:00,71.78,05-19-2017 06:00:00,92.61,05-18-2017 15:00:00,72.48,05-19-2017 06:00:00,70.16,05-18-2017 06:00:00,92.11,05-18-2017 15:00:00,70.67,05-18-2017 06:00:00,92.61,05-18-2017 15:00:00
05-19-2017,Partly cloudy throughout the day.,clear-day,05-19-2017 05:37:57,05-19-2017 20:13:03,0.78,0,0,0,90.15,05-19-2017 15:00:00,57.05,05-20-2017 07:00:00,91.2,05-19-2017 15:00:00,57.05,05-20-2017 07:00:00,71.78,05-19-2017 06:00:00,90.15,05-19-2017 15:00:00,72.48,05-19-2017 06:00:00,91.2,05-19-2017 15:00:00
05-20-2017,Possible drizzle in the morning.,rain,05-20-2017 05:37:09,05-20-2017 20:13:59,0.82,0.0043,05-20-2017 11:00:00,0.43,61.86,05-20-2017 18:00:00,46.63,05-21-2017 05:00:00,61.86,05-20-2017 18:00:00,46.63,05-21-2017 05:00:00,52.58,05-20-2017 23:00:00,68.65,05-20-2017 00:00:00,52.58,05-20-2017 23:00:00,68.65,05-20-2017 00:00:00
05-21-2017,Drizzle in the morning.,partly-cloudy-day,05-21-2017 05:36:23,05-21-2017 20:14:54,0.85,0,0,0,67,05-21-2017 14:00:00,53.13,05-22-2017 05:00:00,67,05-21-2017 14:00:00,53.13,05-22-2017 05:00:00,46.63,05-21-2017 05:00:00,67,05-21-2017 14:00:00,46.63,05-21-2017 05:00:00,67,05-21-2017 14:00:00
05-22-2017,Light rain until evening.,rain,05-22-2017 05:35:39,05-22-2017 20:15:48,0.89,0.0872,05-22-2017 16:00:00,1,59.68,05-22-2017 19:00:00,55.15,05-23-2017 06:00:00,59.94,05-22-2017 19:00:00,55.15,05-23-2017 06:00:00,53.13,05-22-2017 05:00:00,59.68,05-22-2017 19:00:00,53.13,05-22-2017 05:00:00,59.94,05-22-2017 19:00:00
05-23-2017,Partly cloudy throughout the day.,partly-cloudy-day,05-23-2017 05:34:56,05-23-2017 20:16:42,0.93,0,0,0,67.26,05-23-2017 17:00:00,55.63,05-24-2017 06:00:00,67.26,05-23-2017 17:00:00,55.63,05-24-2017 06:00:00,55.15,05-23-2017 06:00:00,67.26,05-23-2017 17:00:00,55.15,05-23-2017 06:00:00,67.26,05-23-2017 17:00:00
05-24-2017,Possible drizzle in the morning.,rain,05-24-2017 05:34:15,05-24-2017 20:17:35,0.97,0.0055,05-24-2017 07:00:00,0.64,69.28,05-24-2017 14:00:00,54.91,05-25-2017 07:00:00,69.28,05-24-2017 14:00:00,54.91,05-25-2017 07:00:00,55.63,05-24-2017 06:00:00,69.28,05-24-2017 14:00:00,55.63,05-24-2017 06:00:00,69.28,05-24-2017 14:00:00
05-25-2017,Rain throughout the day.,rain,05-25-2017 05:33:36,05-25-2017 20:18:27,0.01,0.0956,05-25-2017 11:00:00,1,58.15,05-25-2017 18:00:00,55.58,05-26-2017 06:00:00,58.2,05-25-2017 18:00:00,55.58,05-26-2017 06:00:00,54.91,05-25-2017 07:00:00,58.15,05-25-2017 18:00:00,54.91,05-25-2017 07:00:00,58.2,05-25-2017 18:00:00
05-26-2017,Drizzle in the morning.,rain,05-26-2017 05:32:59,05-26-2017 20:19:18,0.05,0.1147,05-26-2017 01:00:00,1,71.91,05-26-2017 16:00:00,56.22,05-27-2017 06:00:00,71.91,05-26-2017 16:00:00,56.22,05-27-2017 06:00:00,55.58,05-26-2017 06:00:00,71.91,05-26-2017 16:00:00,55.58,05-26-2017 06:00:00,71.91,05-26-2017 16:00:00
05-27-2017,Mostly cloudy throughout the day.,partly-cloudy-day,05-27-2017 05:32:23,05-27-2017 20:20:08,0.09,0,0,0,71.07,05-27-2017 18:00:00,55.48,05-28-2017 06:00:00,71.07,05-27-2017 18:00:00,55.48,05-28-2017 06:00:00,56.22,05-27-2017 06:00:00,71.07,05-27-2017 18:00:00,56.22,05-27-2017 06:00:00,71.07,05-27-2017 18:00:00
05-28-2017,Drizzle in the morning and overnight.,partly-cloudy-day,05-28-2017 05:31:50,05-28-2017 20:20:56,0.13,0.0028,05-28-2017 23:00:00,0.26,72.14,05-28-2017 14:00:00,55.73,05-29-2017 06:00:00,72.14,05-28-2017 14:00:00,55.73,05-29-2017 06:00:00,55.48,05-28-2017 06:00:00,72.14,05-28-2017 14:00:00,55.48,05-28-2017 06:00:00,72.14,05-28-2017 14:00:00
05-29-2017,Light rain in the morning and afternoon.,rain,05-29-2017 05:31:18,05-29-2017 20:21:44,0.16,0.045,05-29-2017 11:00:00,0.99,57.47,05-29-2017 17:00:00,54.12,05-30-2017 06:00:00,57.47,05-29-2017 17:00:00,54.12,05-30-2017 06:00:00,55.26,05-29-2017 23:00:00,58.56,05-29-2017 00:00:00,55.26,05-29-2017 23:00:00,58.56,05-29-2017 00:00:00
05-30-2017,"Possible drizzle until afternoon, starting again overnight.",rain,05-30-2017 05:30:48,05-30-2017 20:22:31,0.2,0.008,05-30-2017 15:00:00,0.52,58.38,05-30-2017 12:00:00,56.69,05-30-2017 21:00:00,58.38,05-30-2017 12:00:00,56.69,05-30-2017 21:00:00,54.12,05-30-2017 06:00:00,58.38,05-30-2017 12:00:00,54.12,05-30-2017 06:00:00,58.38,05-30-2017 12:00:00
05-31-2017,Drizzle in the morning.,rain,05-31-2017 05:30:20,05-31-2017 20:23:16,0.23,0.0087,05-31-2017 07:00:00,0.75,76.57,05-31-2017 17:00:00,56.93,06-01-2017 06:00:00,76.7,05-31-2017 17:00:00,56.93,06-01-2017 06:00:00,56.8,05-31-2017 00:00:00,76.57,05-31-2017 17:00:00,56.8,05-31-2017 00:00:00,76.7,05-31-2017 17:00:00
06-01-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-01-2017 05:29:54,06-01-2017 20:24:01,0.27,0,0,0,78.08,06-01-2017 15:00:00,50.92,06-02-2017 06:00:00,78.08,06-01-2017 15:00:00,50.92,06-02-2017 06:00:00,56.93,06-01-2017 06:00:00,78.08,06-01-2017 15:00:00,56.93,06-01-2017 06:00:00,78.08,06-01-2017 15:00:00
06-02-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-02-2017 05:29:30,06-02-2017 20:24:44,0.3,0,0,0,75.5,06-02-2017 15:00:00,51.02,06-03-2017 04:00:00,75.5,06-02-2017 15:00:00,51.02,06-03-2017 04:00:00,50.92,06-02-2017 06:00:00,75.5,06-02-2017 15:00:00,50.92,06-02-2017 06:00:00,75.5,06-02-2017 15:00:00
06-03-2017,Possible drizzle in the morning.,rain,06-03-2017 05:29:08,06-03-2017 20:25:25,0.33,0.0148,06-03-2017 09:00:00,0.64,72.88,06-03-2017 17:00:00,48.86,06-04-2017 06:00:00,72.88,06-03-2017 17:00:00,48.86,06-04-2017 06:00:00,51.02,06-03-2017 04:00:00,72.88,06-03-2017 17:00:00,51.02,06-03-2017 04:00:00,72.88,06-03-2017 17:00:00
06-04-2017,Light rain throughout the day.,rain,06-04-2017 05:28:47,06-04-2017 20:26:06,0.36,0.0089,06-04-2017 17:00:00,0.5,67.75,06-04-2017 12:00:00,57.64,06-05-2017 03:00:00,67.75,06-04-2017 12:00:00,57.64,06-05-2017 03:00:00,48.86,06-04-2017 06:00:00,67.75,06-04-2017 12:00:00,48.86,06-04-2017 06:00:00,67.75,06-04-2017 12:00:00
06-05-2017,Possible light rain in the morning.,rain,06-05-2017 05:28:29,06-05-2017 20:26:45,0.39,0.027,06-05-2017 01:00:00,0.87,69.75,06-05-2017 16:00:00,54.8,06-06-2017 08:00:00,70.24,06-05-2017 16:00:00,54.8,06-06-2017 08:00:00,57.64,06-05-2017 03:00:00,69.75,06-05-2017 16:00:00,57.64,06-05-2017 03:00:00,70.24,06-05-2017 16:00:00
06-06-2017,Light rain in the morning and afternoon.,rain,06-06-2017 05:28:13,06-06-2017 20:27:22,0.42,0.03,06-06-2017 07:00:00,0.91,57.26,06-06-2017 17:00:00,50.7,06-07-2017 06:00:00,57.26,06-06-2017 17:00:00,50.7,06-07-2017 06:00:00,52.39,06-06-2017 23:00:00,60.23,06-06-2017 00:00:00,52.39,06-06-2017 23:00:00,60.44,06-06-2017 00:00:00
06-07-2017,Mostly cloudy throughout the day.,partly-cloudy-day,06-07-2017 05:27:58,06-07-2017 20:27:58,0.45,0,0,0,66.7,06-07-2017 17:00:00,49.56,06-08-2017 06:00:00,66.7,06-07-2017 17:00:00,49.56,06-08-2017 06:00:00,50.7,06-07-2017 06:00:00,66.7,06-07-2017 17:00:00,50.7,06-07-2017 06:00:00,66.7,06-07-2017 17:00:00
06-08-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-08-2017 05:27:45,06-08-2017 20:28:33,0.48,0,0,0,69.02,06-08-2017 12:00:00,49.69,06-09-2017 05:00:00,69.02,06-08-2017 12:00:00,49.69,06-09-2017 05:00:00,49.56,06-08-2017 06:00:00,69.02,06-08-2017 12:00:00,49.56,06-08-2017 06:00:00,69.02,06-08-2017 12:00:00
06-09-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-09-2017 05:27:35,06-09-2017 20:29:06,0.51,0,0,0,80.66,06-09-2017 17:00:00,59.11,06-10-2017 06:00:00,80.66,06-09-2017 17:00:00,59.11,06-10-2017 06:00:00,49.69,06-09-2017 05:00:00,80.66,06-09-2017 17:00:00,49.69,06-09-2017 05:00:00,80.66,06-09-2017 17:00:00
06-10-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-10-2017 05:27:26,06-10-2017 20:29:38,0.54,0,0,0,85.26,06-10-2017 16:00:00,66.76,06-11-2017 06:00:00,85.26,06-10-2017 16:00:00,66.91,06-11-2017 06:00:00,59.11,06-10-2017 06:00:00,85.26,06-10-2017 16:00:00,59.11,06-10-2017 06:00:00,85.26,06-10-2017 16:00:00
06-11-2017,Clear throughout the day.,clear-day,06-11-2017 05:27:19,06-11-2017 20:30:08,0.58,0,0,0,90.68,06-11-2017 16:00:00,67.85,06-12-2017 06:00:00,91.46,06-11-2017 16:00:00,68.22,06-12-2017 06:00:00,66.76,06-11-2017 06:00:00,90.68,06-11-2017 16:00:00,66.91,06-11-2017 06:00:00,91.46,06-11-2017 16:00:00
06-12-2017,Clear throughout the day.,clear-day,06-12-2017 05:27:15,06-12-2017 20:30:36,0.61,0,0,0,92.42,06-12-2017 16:00:00,70.55,06-13-2017 06:00:00,93.86,06-12-2017 16:00:00,71.03,06-13-2017 06:00:00,67.85,06-12-2017 06:00:00,92.42,06-12-2017 16:00:00,68.22,06-12-2017 06:00:00,93.86,06-12-2017 16:00:00
06-13-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-13-2017 05:27:12,06-13-2017 20:31:02,0.64,0,0,0,94.04,06-13-2017 16:00:00,69.95,06-14-2017 08:00:00,97.06,06-13-2017 16:00:00,70.66,06-14-2017 08:00:00,70.55,06-13-2017 06:00:00,94.04,06-13-2017 16:00:00,71.03,06-13-2017 06:00:00,97.06,06-13-2017 16:00:00
06-14-2017,Possible drizzle in the morning.,rain,06-14-2017 05:27:11,06-14-2017 20:31:27,0.67,0.007,06-14-2017 08:00:00,0.32,81.47,06-14-2017 16:00:00,59.32,06-15-2017 06:00:00,82.21,06-14-2017 15:00:00,59.32,06-15-2017 06:00:00,66.67,06-14-2017 23:00:00,81.47,06-14-2017 16:00:00,66.67,06-14-2017 23:00:00,82.21,06-14-2017 15:00:00
06-15-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-15-2017 05:27:12,06-15-2017 20:31:51,0.7,0,0,0,75.82,06-15-2017 14:00:00,60.23,06-16-2017 02:00:00,75.82,06-15-2017 14:00:00,60.23,06-16-2017 02:00:00,59.32,06-15-2017 06:00:00,75.82,06-15-2017 14:00:00,59.32,06-15-2017 06:00:00,75.82,06-15-2017 14:00:00
06-16-2017,Overcast throughout the day.,partly-cloudy-day,06-16-2017 05:27:15,06-16-2017 20:32:12,0.73,0.0064,06-16-2017 18:00:00,0.25,66.87,06-16-2017 17:00:00,64.48,06-17-2017 01:00:00,67.46,06-16-2017 17:00:00,65.12,06-17-2017 01:00:00,60.23,06-16-2017 02:00:00,66.87,06-16-2017 17:00:00,60.23,06-16-2017 02:00:00,67.46,06-16-2017 17:00:00
06-17-2017,Rain in the afternoon.,rain,06-17-2017 05:27:19,06-17-2017 20:32:32,0.77,0.1514,06-17-2017 13:00:00,1,72.43,06-17-2017 17:00:00,68.81,06-18-2017 02:00:00,73.64,06-17-2017 17:00:00,69.96,06-18-2017 02:00:00,64.48,06-17-2017 01:00:00,72.43,06-17-2017 17:00:00,65.12,06-17-2017 01:00:00,73.64,06-17-2017 17:00:00
06-18-2017,Humid and mostly cloudy throughout the day.,partly-cloudy-day,06-18-2017 05:27:26,06-18-2017 20:32:49,0.8,0.0006,06-18-2017 00:00:00,0.12,85.89,06-18-2017 16:00:00,74.99,06-19-2017 06:00:00,93.38,06-18-2017 16:00:00,76.42,06-19-2017 06:00:00,68.81,06-18-2017 02:00:00,85.89,06-18-2017 16:00:00,69.96,06-18-2017 02:00:00,93.38,06-18-2017 16:00:00
06-19-2017,Rain in the evening and overnight.,rain,06-19-2017 05:27:34,06-19-2017 20:33:05,0.84,0.17,06-19-2017 18:00:00,1,87.37,06-19-2017 14:00:00,69.32,06-19-2017 22:00:00,94.79,06-19-2017 14:00:00,70.48,06-19-2017 22:00:00,69.32,06-19-2017 22:00:00,87.37,06-19-2017 14:00:00,70.48,06-19-2017 22:00:00,94.79,06-19-2017 14:00:00
06-20-2017,Partly cloudy throughout the day.,rain,06-20-2017 05:27:45,06-20-2017 20:33:19,0.88,0.0076,06-20-2017 02:00:00,0.73,82.53,06-20-2017 15:00:00,64.34,06-21-2017 06:00:00,82.53,06-20-2017 15:00:00,64.62,06-21-2017 06:00:00,69.48,06-20-2017 06:00:00,82.53,06-20-2017 15:00:00,69.68,06-20-2017 23:00:00,82.53,06-20-2017 15:00:00
06-21-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-21-2017 05:27:57,06-21-2017 20:33:32,0.92,0.0003,06-21-2017 18:00:00,0.05,83.23,06-21-2017 16:00:00,61.05,06-22-2017 06:00:00,83.23,06-21-2017 16:00:00,61.15,06-22-2017 06:00:00,64.34,06-21-2017 06:00:00,83.23,06-21-2017 16:00:00,64.62,06-21-2017 06:00:00,83.23,06-21-2017 16:00:00
06-22-2017,Partly cloudy throughout the day.,clear-day,06-22-2017 05:28:11,06-22-2017 20:33:42,0.96,0,0,0,84.45,06-22-2017 17:00:00,73.84,06-23-2017 06:00:00,85.97,06-22-2017 17:00:00,75.06,06-23-2017 06:00:00,61.05,06-22-2017 06:00:00,84.45,06-22-2017 17:00:00,61.15,06-22-2017 06:00:00,85.97,06-22-2017 17:00:00
06-23-2017,"Light rain until morning, starting again in the evening.",rain,06-23-2017 05:28:27,06-23-2017 20:33:50,1,0.0297,06-23-2017 20:00:00,0.74,82.84,06-23-2017 17:00:00,70.5,06-24-2017 08:00:00,89.09,06-23-2017 18:00:00,71.82,06-24-2017 08:00:00,73.84,06-23-2017 06:00:00,82.84,06-23-2017 17:00:00,75.06,06-23-2017 06:00:00,89.09,06-23-2017 18:00:00
06-24-2017,Rain in the morning.,rain,06-24-2017 05:28:44,06-24-2017 20:33:57,0.04,0.2592,06-24-2017 08:00:00,1,83.41,06-24-2017 18:00:00,62.72,06-25-2017 06:00:00,83.41,06-24-2017 18:00:00,62.78,06-25-2017 06:00:00,70.5,06-24-2017 08:00:00,83.41,06-24-2017 18:00:00,71.82,06-24-2017 08:00:00,83.41,06-24-2017 18:00:00
06-25-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-25-2017 05:29:04,06-25-2017 20:34:01,0.08,0.0018,06-25-2017 15:00:00,0.11,81.91,06-25-2017 14:00:00,57.53,06-26-2017 06:00:00,81.99,06-25-2017 14:00:00,57.53,06-26-2017 06:00:00,62.72,06-25-2017 06:00:00,81.91,06-25-2017 14:00:00,62.78,06-25-2017 06:00:00,81.99,06-25-2017 14:00:00
06-26-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-26-2017 05:29:25,06-26-2017 20:34:04,0.11,0,0,0,77.75,06-26-2017 15:00:00,59.42,06-27-2017 06:00:00,77.75,06-26-2017 15:00:00,59.42,06-27-2017 06:00:00,57.53,06-26-2017 06:00:00,77.75,06-26-2017 15:00:00,57.53,06-26-2017 06:00:00,77.75,06-26-2017 15:00:00
06-27-2017,Light rain in the morning.,rain,06-27-2017 05:29:47,06-27-2017 20:34:05,0.15,0.0497,06-27-2017 06:00:00,0.9,76.11,06-27-2017 15:00:00,55.29,06-28-2017 06:00:00,76.11,06-27-2017 15:00:00,55.29,06-28-2017 06:00:00,59.42,06-27-2017 06:00:00,76.11,06-27-2017 15:00:00,59.42,06-27-2017 06:00:00,76.11,06-27-2017 15:00:00
06-28-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-28-2017 05:30:12,06-28-2017 20:34:03,0.18,0,0,0,78.38,06-28-2017 17:00:00,62.14,06-29-2017 06:00:00,78.38,06-28-2017 17:00:00,62.14,06-29-2017 06:00:00,55.29,06-28-2017 06:00:00,78.38,06-28-2017 17:00:00,55.29,06-28-2017 06:00:00,78.38,06-28-2017 17:00:00
06-29-2017,Partly cloudy throughout the day.,partly-cloudy-day,06-29-2017 05:30:38,06-29-2017 20:34:00,0.22,0,0,0,83.27,06-29-2017 16:00:00,70.72,06-30-2017 06:00:00,84.6,06-29-2017 16:00:00,71.12,06-30-2017 06:00:00,62.14,06-29-2017 06:00:00,83.27,06-29-2017 16:00:00,62.14,06-29-2017 06:00:00,84.6,06-29-2017 16:00:00
06-30-2017,Possible drizzle overnight.,rain,06-30-2017 05:31:05,06-30-2017 20:33:54,0.25,0.0089,06-30-2017 23:00:00,0.44,89.59,06-30-2017 16:00:00,71.7,07-01-2017 06:00:00,94.88,06-30-2017 15:00:00,72.8,07-01-2017 06:00:00,70.72,06-30-2017 06:00:00,89.59,06-30-2017 16:00:00,71.12,06-30-2017 06:00:00,94.88,06-30-2017 15:00:00
07-01-2017,Light rain in the afternoon and evening.,rain,07-01-2017 05:31:34,07-01-2017 20:33:47,0.28,0.0972,07-01-2017 20:00:00,1,82.94,07-01-2017 16:00:00,70,07-02-2017 06:00:00,90.14,07-01-2017 16:00:00,71.25,07-02-2017 06:00:00,70.27,07-01-2017 23:00:00,82.94,07-01-2017 16:00:00,71.49,07-01-2017 23:00:00,90.14,07-01-2017 16:00:00
07-02-2017,Partly cloudy throughout the day.,partly-cloudy-day,07-02-2017 05:32:05,07-02-2017 20:33:38,0.31,0,0,0,87.48,07-02-2017 16:00:00,67.06,07-03-2017 06:00:00,89.34,07-02-2017 16:00:00,67.6,07-03-2017 06:00:00,70,07-02-2017 06:00:00,87.48,07-02-2017 16:00:00,71.25,07-02-2017 06:00:00,89.34,07-02-2017 16:00:00
07-03-2017,Partly cloudy throughout the day.,partly-cloudy-day,07-03-2017 05:32:37,07-03-2017 20:33:26,0.34,0.0006,07-03-2017 23:00:00,0.05,86.36,07-03-2017 15:00:00,67.59,07-04-2017 06:00:00,87.5,07-03-2017 15:00:00,67.92,07-04-2017 06:00:00,67.06,07-03-2017 06:00:00,86.36,07-03-2017 15:00:00,67.6,07-03-2017 06:00:00,87.5,07-03-2017 15:00:00
07-04-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-04-2017 05:33:11,07-04-2017 20:33:13,0.37,0.0022,07-04-2017 00:00:00,0.12,83.59,07-04-2017 16:00:00,65.16,07-05-2017 06:00:00,83.92,07-04-2017 16:00:00,65.23,07-05-2017 06:00:00,67.59,07-04-2017 06:00:00,83.59,07-04-2017 16:00:00,67.92,07-04-2017 06:00:00,83.92,07-04-2017 16:00:00
07-05-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-05-2017 05:33:46,07-05-2017 20:32:58,0.4,0,0,0,82.59,07-05-2017 14:00:00,67.17,07-06-2017 06:00:00,83.05,07-05-2017 14:00:00,67.56,07-06-2017 06:00:00,65.16,07-05-2017 06:00:00,82.59,07-05-2017 14:00:00,65.23,07-05-2017 06:00:00,83.05,07-05-2017 14:00:00
07-06-2017,Possible light rain in the morning and overnight.,partly-cloudy-day,07-06-2017 05:34:22,07-06-2017 20:32:40,0.43,0,0,0,76.32,07-06-2017 15:00:00,67.36,07-07-2017 07:00:00,76.54,07-06-2017 15:00:00,68.25,07-07-2017 06:00:00,67.17,07-06-2017 06:00:00,76.32,07-06-2017 15:00:00,67.56,07-06-2017 06:00:00,76.54,07-06-2017 15:00:00
07-07-2017,Heavy rain throughout the day.,rain,07-07-2017 05:35:00,07-07-2017 20:32:21,0.47,0.4768,07-07-2017 11:00:00,1,81.29,07-07-2017 18:00:00,66.65,07-08-2017 06:00:00,84.2,07-07-2017 18:00:00,67.5,07-08-2017 06:00:00,67.36,07-07-2017 07:00:00,81.29,07-07-2017 18:00:00,68.25,07-07-2017 06:00:00,84.2,07-07-2017 18:00:00
07-08-2017,Partly cloudy throughout the day.,partly-cloudy-day,07-08-2017 05:35:39,07-08-2017 20:32:00,0.5,0.0052,07-08-2017 00:00:00,0.18,82.73,07-08-2017 16:00:00,62.65,07-09-2017 06:00:00,85.11,07-08-2017 16:00:00,62.65,07-09-2017 06:00:00,66.65,07-08-2017 06:00:00,82.73,07-08-2017 16:00:00,67.5,07-08-2017 06:00:00,85.11,07-08-2017 16:00:00
07-09-2017,Partly cloudy throughout the day.,partly-cloudy-day,07-09-2017 05:36:19,07-09-2017 20:31:37,0.53,0,0,0,81.07,07-09-2017 16:00:00,59.55,07-10-2017 06:00:00,81.07,07-09-2017 16:00:00,59.55,07-10-2017 06:00:00,62.65,07-09-2017 06:00:00,81.07,07-09-2017 16:00:00,62.65,07-09-2017 06:00:00,81.07,07-09-2017 16:00:00
07-10-2017,Mostly cloudy throughout the day.,partly-cloudy-day,07-10-2017 05:37:00,07-10-2017 20:31:12,0.56,0,0,0,83.77,07-10-2017 16:00:00,71.04,07-11-2017 06:00:00,86.2,07-10-2017 16:00:00,72.09,07-11-2017 06:00:00,59.55,07-10-2017 06:00:00,83.77,07-10-2017 16:00:00,59.55,07-10-2017 06:00:00,86.2,07-10-2017 16:00:00
07-11-2017,Mostly cloudy throughout the day.,rain,07-11-2017 05:37:43,07-11-2017 20:30:44,0.59,0.0083,07-11-2017 05:00:00,0.3,84.29,07-11-2017 16:00:00,73.15,07-12-2017 06:00:00,89,07-11-2017 16:00:00,74.22,07-12-2017 06:00:00,71.04,07-11-2017 06:00:00,84.29,07-11-2017 16:00:00,72.09,07-11-2017 06:00:00,89,07-11-2017 16:00:00
07-12-2017,Partly cloudy throughout the day.,partly-cloudy-day,07-12-2017 05:38:27,07-12-2017 20:30:15,0.62,0.0008,07-12-2017 22:00:00,0.12,87.12,07-12-2017 15:00:00,74.46,07-13-2017 06:00:00,92.74,07-12-2017 16:00:00,75.77,07-13-2017 06:00:00,73.15,07-12-2017 06:00:00,87.12,07-12-2017 15:00:00,74.22,07-12-2017 06:00:00,92.74,07-12-2017 16:00:00
07-13-2017,Light rain in the evening.,rain,07-13-2017 05:39:12,07-13-2017 20:29:44,0.65,0.0254,07-13-2017 19:00:00,0.75,89.4,07-13-2017 12:00:00,65.08,07-14-2017 08:00:00,97.32,07-13-2017 12:00:00,65.83,07-14-2017 08:00:00,73.17,07-13-2017 23:00:00,89.4,07-13-2017 12:00:00,74.54,07-13-2017 23:00:00,97.32,07-13-2017 12:00:00
07-14-2017,Light rain throughout the day.,rain,07-14-2017 05:39:58,07-14-2017 20:29:11,0.69,0.0621,07-14-2017 16:00:00,1,68.83,07-14-2017 18:00:00,67.54,07-15-2017 06:00:00,69.95,07-14-2017 18:00:00,68.58,07-15-2017 06:00:00,64.93,07-14-2017 09:00:00,72.2,07-14-2017 00:00:00,65.66,07-14-2017 09:00:00,73.51,07-14-2017 00:00:00
07-15-2017,Possible drizzle in the morning.,rain,07-15-2017 05:40:45,07-15-2017 20:28:37,0.72,0.0026,07-15-2017 00:00:00,0.42,83.45,07-15-2017 16:00:00,63.67,07-16-2017 06:00:00,84.95,07-15-2017 16:00:00,63.98,07-16-2017 06:00:00,67.54,07-15-2017 06:00:00,83.45,07-15-2017 16:00:00,68.58,07-15-2017 06:00:00,84.95,07-15-2017 16:00:00
07-16-2017,Partly cloudy throughout the day.,partly-cloudy-day,07-16-2017 05:41:32,07-16-2017 20:28:00,0.76,0,0,0,84.2,07-16-2017 17:00:00,67.67,07-17-2017 06:00:00,85.98,07-16-2017 17:00:00,68.44,07-17-2017 06:00:00,63.67,07-16-2017 06:00:00,84.2,07-16-2017 17:00:00,63.98,07-16-2017 06:00:00,85.98,07-16-2017 17:00:00
